image_id;irma_code;05_class;05_irma_code_submask;06_class;06_irma_code;07_irma_code;08_irma_code
2451;1121-120-454-700;44;11-1-45-7;112;1121-120-454-700;1121-120-454-700;1121-120-454-700
2452;1121-120-454-700;44;11-1-45-7;112;1121-120-454-700;1121-120-454-700;1121-120-454-700
2454;1121-12f-467-700;15;11-1-46-7;78;1121-12f-467-700;1121-12f-467-700;1121-12f-467-700
2455;1121-110-414-700;3;11-1-41-7;5;1121-110-414-700;1121-110-414-700;1121-110-414-700
2456;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
2457;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
2458;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
2459;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
2464;1121-4a0-414-700;29;11-4-41-7;28;1121-4a0-414-700;1121-4a0-414-700;1121-4a0-414-700
2465;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
2466;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
2468;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
2469;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
2471;1121-120-452-700;44;11-1-45-7;103;1121-120-452-700;1121-120-452-700;1121-120-452-700
2473;1121-120-442-700;27;11-1-44-7;49;1121-120-442-700;1121-120-442-700;1121-120-442-700
2475;1121-240-442-700;28;11-2-44-7;53;1121-240-442-700;1121-240-442-700;1121-240-442-700
2476;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
2477;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
2478;1121-120-421-700;25;11-1-42-7;50;1121-120-421-700;1121-120-421-700;1121-120-421-700
2481;1121-4a0-414-700;29;11-4-41-7;28;1121-4a0-414-700;1121-4a0-414-700;1121-4a0-414-700
2483;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2485;1121-120-811-700;\N;\N;\N;\N;\N;1121-120-811-700
2486;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2487;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2488;1121-120-820-700;55;11-1-82-7;110;1121-120-820-700;1121-120-820-700;1121-120-820-700
2492;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2493;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2495;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2496;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2519;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2520;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2521;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2522;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2524;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2525;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2526;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2527;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2528;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2529;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2530;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2531;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2532;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2533;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2534;1121-120-811-700;\N;\N;\N;\N;\N;1121-120-811-700
2535;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2536;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2537;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2538;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2539;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2540;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2541;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2542;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2543;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2544;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2545;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2546;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2547;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2548;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2549;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2550;1121-120-800-700;12;11-1-80-7;7;1121-120-800-700;1121-120-800-700;1121-120-800-700
2551;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2552;1121-230-953-700;47;11-2-95-7;101;1121-230-953-700;1121-230-953-700;1121-230-953-700
2553;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2555;1121-230-954-700;47;11-2-95-7;\N;\N;\N;1121-230-954-700
2556;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2558;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2560;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2566;1121-120-918-700;6;11-1-91-7;67;1121-120-918-700;1121-120-918-700;1121-120-918-700
2567;1121-120-918-700;6;11-1-91-7;67;1121-120-918-700;1121-120-918-700;1121-120-918-700
2571;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2572;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2573;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2574;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
2575;1121-120-956-700;34;11-1-95-7;\N;\N;\N;1121-120-956-700
2576;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
2577;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2578;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2579;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2580;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2581;1121-230-961-700;33;11-2-96-7;57;1121-230-961-700;1121-230-961-700;1121-230-961-700
2582;1121-120-955-700;34;11-1-95-7;91;1121-120-955-700;1121-120-955-700;1121-120-955-700
2583;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2584;1121-120-955-700;34;11-1-95-7;91;1121-120-955-700;1121-120-955-700;1121-120-955-700
2585;1121-120-950-700;34;11-1-95-7;95;1121-120-950-700;1121-120-950-700;1121-120-950-700
2586;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
2589;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2590;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2594;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2595;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2596;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2597;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2598;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2599;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2601;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2603;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2604;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
2605;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2606;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
2613;1121-120-956-700;34;11-1-95-7;\N;\N;\N;1121-120-956-700
2614;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2615;1121-120-955-700;34;11-1-95-7;91;1121-120-955-700;1121-120-955-700;1121-120-955-700
2617;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
2618;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2619;1121-120-955-700;34;11-1-95-7;91;1121-120-955-700;1121-120-955-700;1121-120-955-700
2620;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2624;1121-230-921-700;18;11-2-92-7;30;1121-230-921-700;1121-230-921-700;1121-230-921-700
2625;1121-120-921-700;14;11-1-92-7;26;1121-120-921-700;1121-120-921-700;1121-120-921-700
2628;1121-120-900-700;\N;\N;\N;\N;\N;1121-120-900-700
2629;1121-120-900-700;\N;\N;\N;\N;\N;1121-120-900-700
2630;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2631;1121-120-950-700;34;11-1-95-7;95;1121-120-950-700;1121-120-950-700;1121-120-950-700
2632;1121-230-950-700;47;11-2-95-7;106;1121-230-950-700;1121-230-950-700;1121-230-950-700
2633;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2634;1121-230-950-700;47;11-2-95-7;106;1121-230-950-700;1121-230-950-700;1121-230-950-700
2635;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2636;1121-120-950-700;34;11-1-95-7;95;1121-120-950-700;1121-120-950-700;1121-120-950-700
2639;1121-230-900-700;\N;\N;\N;\N;\N;1121-230-900-700
2640;1121-230-900-700;\N;\N;\N;\N;\N;1121-230-900-700
2641;1121-120-921-700;14;11-1-92-7;26;1121-120-921-700;1121-120-921-700;1121-120-921-700
2642;1121-230-921-700;18;11-2-92-7;30;1121-230-921-700;1121-230-921-700;1121-230-921-700
2644;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2645;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2646;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2647;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2648;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2650;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2651;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2652;1121-230-915-700;40;11-2-91-7;102;1121-230-915-700;1121-230-915-700;1121-230-915-700
2653;1121-120-919-700;6;11-1-91-7;82;1121-120-919-700;1121-120-919-700;1121-120-919-700
2654;1121-120-919-700;6;11-1-91-7;82;1121-120-919-700;1121-120-919-700;1121-120-919-700
2655;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2656;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2657;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2658;1121-230-934-700;41;11-2-93-7;86;1121-230-934-700;1121-230-934-700;1121-230-934-700
2659;1121-230-936-700;41;11-2-93-7;113;1121-230-936-700;1121-230-936-700;1121-230-936-700
2660;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2661;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2662;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2663;1121-120-955-700;34;11-1-95-7;91;1121-120-955-700;1121-120-955-700;1121-120-955-700
2664;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2665;1121-230-934-700;41;11-2-93-7;86;1121-230-934-700;1121-230-934-700;1121-230-934-700
2666;1121-120-933-700;43;11-1-93-7;85;1121-120-933-700;1121-120-933-700;1121-120-933-700
2667;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
2668;1121-230-961-700;33;11-2-96-7;57;1121-230-961-700;1121-230-961-700;1121-230-961-700
2669;1121-230-962-700;33;11-2-96-7;60;1121-230-962-700;1121-230-962-700;1121-230-962-700
2671;1121-120-915-700;6;11-1-91-7;31;1121-120-915-700;1121-120-915-700;1121-120-915-700
2672;1121-120-914-700;6;11-1-91-7;34;1121-120-914-700;1121-120-914-700;1121-120-914-700
2673;1121-230-914-700;40;11-2-91-7;93;1121-230-914-700;1121-230-914-700;1121-230-914-700
2674;1121-230-915-700;40;11-2-91-7;102;1121-230-915-700;1121-230-915-700;1121-230-915-700
2675;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2676;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2677;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2678;1121-120-956-700;34;11-1-95-7;\N;\N;\N;1121-120-956-700
2679;1121-120-956-700;34;11-1-95-7;\N;\N;\N;1121-120-956-700
2680;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2681;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2682;1121-230-952-700;47;11-2-95-7;\N;\N;\N;1121-230-952-700
2683;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
2684;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2685;1121-230-954-700;47;11-2-95-7;\N;\N;\N;1121-230-954-700
2686;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
2687;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
2688;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2689;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2690;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2691;1121-120-961-700;23;11-1-96-7;47;1121-120-961-700;1121-120-961-700;1121-120-961-700
2696;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
2697;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
2698;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
2699;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
2701;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
2702;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
2708;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
2709;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
2710;1121-230-911-700;40;11-2-91-7;74;1121-230-911-700;1121-230-911-700;1121-230-911-700
2711;1121-120-921-700;14;11-1-92-7;26;1121-120-921-700;1121-120-921-700;1121-120-921-700
2712;1121-230-921-700;18;11-2-92-7;30;1121-230-921-700;1121-230-921-700;1121-230-921-700
2720;1121-120-914-700;6;11-1-91-7;34;1121-120-914-700;1121-120-914-700;1121-120-914-700
2721;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
2722;1121-120-911-700;6;11-1-91-7;42;1121-120-911-700;1121-120-911-700;1121-120-911-700
2723;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2724;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2725;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2726;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2727;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2728;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2729;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2730;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2731;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2733;1121-230-915-700;40;11-2-91-7;102;1121-230-915-700;1121-230-915-700;1121-230-915-700
2734;1121-120-935-700;43;11-1-93-7;\N;\N;\N;1121-120-935-700
2736;1121-230-914-700;40;11-2-91-7;93;1121-230-914-700;1121-230-914-700;1121-230-914-700
2740;1121-230-921-700;18;11-2-92-7;30;1121-230-921-700;1121-230-921-700;1121-230-921-700
2741;1121-120-933-700;43;11-1-93-7;85;1121-120-933-700;1121-120-933-700;1121-120-933-700
2742;1121-230-933-700;41;11-2-93-7;\N;\N;\N;1121-230-933-700
2743;1121-120-921-700;14;11-1-92-7;26;1121-120-921-700;1121-120-921-700;1121-120-921-700
2744;1121-230-921-700;18;11-2-92-7;30;1121-230-921-700;1121-230-921-700;1121-230-921-700
2745;1121-120-921-700;14;11-1-92-7;26;1121-120-921-700;1121-120-921-700;1121-120-921-700
2746;1121-230-921-700;18;11-2-92-7;30;1121-230-921-700;1121-230-921-700;1121-230-921-700
2747;1121-230-915-700;40;11-2-91-7;102;1121-230-915-700;1121-230-915-700;1121-230-915-700
2748;1121-230-915-700;40;11-2-91-7;102;1121-230-915-700;1121-230-915-700;1121-230-915-700
2750;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2751;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2752;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2753;1121-230-953-700;47;11-2-95-7;101;1121-230-953-700;1121-230-953-700;1121-230-953-700
2754;1121-120-955-700;34;11-1-95-7;91;1121-120-955-700;1121-120-955-700;1121-120-955-700
2755;1121-120-955-700;34;11-1-95-7;91;1121-120-955-700;1121-120-955-700;1121-120-955-700
2756;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2757;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
2758;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
2759;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2760;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2761;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2762;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2763;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2764;1121-120-921-700;14;11-1-92-7;26;1121-120-921-700;1121-120-921-700;1121-120-921-700
2765;1121-230-921-700;18;11-2-92-7;30;1121-230-921-700;1121-230-921-700;1121-230-921-700
2768;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2769;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2770;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2771;1121-230-934-700;41;11-2-93-7;86;1121-230-934-700;1121-230-934-700;1121-230-934-700
2772;1121-120-934-700;43;11-1-93-7;77;1121-120-934-700;1121-120-934-700;1121-120-934-700
2773;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
2774;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
2776;1121-120-922-700;14;11-1-92-7;20;1121-120-922-700;1121-120-922-700;1121-120-922-700
2777;1121-230-922-700;18;11-2-92-7;24;1121-230-922-700;1121-230-922-700;1121-230-922-700
2778;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2779;1121-120-951-700;34;11-1-95-7;59;1121-120-951-700;1121-120-951-700;1121-120-951-700
2780;1121-120-962-700;23;11-1-96-7;40;1121-120-962-700;1121-120-962-700;1121-120-962-700
2781;1121-230-962-700;33;11-2-96-7;60;1121-230-962-700;1121-230-962-700;1121-230-962-700
2782;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2783;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2784;1121-320-941-700;30;11-3-94-7;22;1121-320-941-700;1121-320-941-700;1121-320-941-700
2785;1121-230-942-700;16;11-2-94-7;23;1121-230-942-700;1121-230-942-700;1121-230-942-700
2786;1121-230-943-700;16;11-2-94-7;27;1121-230-943-700;1121-230-943-700;1121-230-943-700
2787;1121-120-942-700;13;11-1-94-7;19;1121-120-942-700;1121-120-942-700;1121-120-942-700
2788;1121-120-943-700;13;11-1-94-7;21;1121-120-943-700;1121-120-943-700;1121-120-943-700
2789;1121-120-936-700;43;11-1-93-7;\N;\N;\N;1121-120-936-700
